HEX10_ID,TARGET_COL,ID,l_all,l_plastic,l_can,l_wrapper,l_paper,l_metal,l_cigarette,l_bottle,l_candy,l_beer,l_bag,l_piece,l_energydrink,l_firework,l_redbull,poi_all,poi_bld_bezoekerscentr,poi_bld_bunker,poi_bld_crematorium,poi_bld_dok,poi_bld_elektriciteits,poi_bld_fabriek,poi_bld_fort,poi_bld_gemaal,poi_bld_gemeentehuis,poi_bld_gevangenis,poi_bld_hotel,poi_bld_huizenblok,poi_bld_kapel,poi_bld_kas__warenhuis,poi_bld_kasteel,poi_bld_kerncentrale__,poi_bld_kliniek__inric,poi_bld_klokkentoren,poi_bld_klooster__abdi,poi_bld_kunstijsbaan,poi_bld_luchtwachttore,poi_bld_manege,poi_bld_militair_gebou,poi_bld_museum,poi_bld_overig,poi_bld_parkeerdak__pa,poi_bld_politiebureau,poi_bld_pompstation,poi_bld_postkantoor,poi_bld_psychiatrisch_,poi_bld_radartoren,poi_bld_radiotoren__te,poi_bld_recreatiecentr,poi_bld_reddingboothui,poi_bld_religieus_gebo,poi_bld_remise,poi_bld_ruÃ_ne,poi_bld_schaapskooi,poi_bld_school,poi_bld_sporthal,poi_bld_stadion,poi_bld_stadskantoor,poi_bld_tank,poi_bld_tankstation,poi_bld_telecommunicat,poi_bld_toren,poi_bld_toren_religieu,poi_bld_transformators,poi_bld_treinstation,poi_bld_uitzichttoren,poi_bld_universiteit,poi_bld_veiling,poi_bld_verkeerstoren,poi_bld_vuurtoren,poi_bld_waterradmolen,poi_bld_watertoren,poi_bld_werf,poi_bld_zendtoren,poi_bld_zwembad,poi_nlpoi_bins,poi_nlpoi_gezonheidsfunctie,poi_nlpoi_public_transport,poi_nlpoi_schools,poi_nlpoi_shops,poi_osm_accommo,poi_osm_amenity,poi_osm_barrier,poi_osm_education,poi_osm_food,poi_osm_health,poi_osm_landuse,poi_osm_money,poi_osm_poi,poi_osm_pow,poi_osm_shop,poi_osm_sport,poi_osm_tourist,poi_osm_transport,poi_osm_water
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0
2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,1,9,1,1,1,2,2,0,2,0,6,1,3,2,0,8,0
3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,7,0,0,0,0,8,1
5,5,5,104,78,6,24,7,3,0,7,0,2,1,0,2,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,4,2,0,0,0,2,0,2,0,1,0,2,0,2,8,0
6,6,6,5,3,1,0,0,0,0,2,0,1,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,2,8,0,0,0,3,0,1,0,3,0,0,0,0,0,2
7,7,7,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0
8,8,8,64,29,21,6,0,19,1,10,5,7,6,2,6,0,2,56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,1,0,0,1,0,1,0,3,3,0,1,8,24,0
9,9,9,221,38,7,6,10,1,3,1,1,0,3,2,2,2,12,148,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,45,0,5,40,2,1,1,1,3,0,0,1,3,0,2,3,1,24,0
10,10,10,6,3,1,0,0,1,0,0,0,0,0,1,0,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,5,0,0,0,1,1,0,0,4,0,0,0,1,9,0
11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,6,2,1,1,0,2,0,0,0,1,0,0,0,1,15,0
12,12,12,45,24,6,12,2,0,0,4,1,1,0,0,0,0,2,45,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,2,0,0,0,5,0,2,0,2,10,0
13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0,1,1,5,0,0,0,2,0,1,0,7,0,0,0,1,16,0
14,14,14,13,6,2,1,0,2,0,1,0,1,1,0,1,0,1,61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,9,3,0,1,5,3,2,0,0,3,0,1,0,5,0,1,0,0,3,6
15,15,15,245,148,78,52,12,78,3,45,29,17,11,8,33,2,22,78,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,5,4,0,0,0,2,0,0,0,3,0,1,2,1,32,0
16,16,16,73,37,32,8,1,33,1,13,5,8,7,1,11,0,7,171,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,112,1,1,0,1,5,0,1,0,1,0,5,1,3,15,0
17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
18,18,18,93,79,4,7,2,1,3,0,1,0,0,0,0,3,2,53,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,0,3,0,3,1,2,0,7,15,0
19,19,19,272,108,22,28,13,13,9,12,5,1,7,5,5,8,5,127,0,0,0,0,0,0,0,0,0,0,0,2,3,1,4,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,7,28,0,1,0,0,4,1,1,0,2,0,8,1,0,21,0
20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,0,0,0,0,1,0,0,0,1,0,0,0,0,7,0
21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,105,0,2,38,0,1,0,0,3,0,0,0,3,0,5,1,3,20,0
22,22,22,64,24,4,11,12,2,5,5,0,2,0,1,0,1,0,220,0,0,0,0,0,0,0,0,1,0,0,5,1,0,2,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,2,64,17,1,3,62,2,0,1,0,4,0,2,0,4,0,2,1,3,20,0
23,23,23,12,5,1,0,1,1,2,0,1,0,0,1,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,37,7,1,3,12,1,0,0,0,2,0,0,0,8,0,1,0,1,17,8
24,24,24,7,2,2,0,0,2,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,2,6,0,1,0,1,2,0,2,0,3,0,0,0,0,16,0
25,25,25,4,1,1,0,0,1,0,1,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,28,0,2,0,0,2,2,0,0,2,0,0,0,0,8,0
26,26,26,172,69,20,10,26,8,13,4,6,6,7,4,2,7,3,442,0,2,0,0,0,0,0,0,0,0,0,38,1,2,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,1,0,0,10,0,0,0,0,3,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,66,0,18,177,2,3,1,3,9,3,2,1,0,1,17,2,2,65,0
27,27,27,852,347,88,81,53,114,20,38,36,77,34,38,12,18,19,1795,0,0,0,0,0,0,0,0,1,0,0,133,3,0,0,0,0,0,0,0,0,0,0,2,6,14,1,0,4,0,0,0,0,0,9,0,1,0,0,0,0,1,0,1,0,6,13,0,2,0,1,0,0,0,2,0,0,0,1,0,88,3,58,1036,5,5,3,5,63,4,11,5,4,1,150,5,35,113,0
28,28,28,67,21,12,3,3,0,3,6,1,0,1,0,0,0,3,227,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,2,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,11,28,1,3,0,0,1,1,0,0,1,1,4,7,2,20,0
29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,3,0,0,0,1,0,1,0,3,0,0,0,1,10,0
30,30,30,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,3,2,0,0,0,0,0,0,0,5,0,1,0,0,5,0
31,31,31,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,28,3,1,3,8,0,0,0,0,0,0,1,0,5,0,1,1,0,10,4
32,32,32,6,0,1,0,0,2,0,0,1,1,1,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,1,3,0,0,0,0,4,0,2,0,4,1,2,0,2,12,0
33,33,33,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,21,2,10,76,1,3,0,0,5,0,1,0,12,0,11,0,16,24,0
34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0
35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,16,0,0,0,0,0,0,1,0,1,0,2,0,0,8,0
36,36,36,330,162,23,25,23,10,6,12,8,1,5,13,5,14,4,267,0,0,0,0,0,4,1,0,0,0,0,4,1,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,15,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,58,0,7,73,2,0,0,0,5,0,5,0,3,0,10,2,5,52,0
37,37,37,228,79,39,11,33,16,4,5,8,2,4,3,3,2,2,207,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,35,1,18,71,1,1,0,2,1,1,4,0,5,0,3,2,1,34,0
38,38,38,34,9,1,8,2,1,3,1,1,0,0,0,0,0,1,127,0,0,0,0,0,0,0,0,0,0,1,0,6,2,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,34,6,1,4,21,6,0,0,0,4,0,2,0,5,1,2,1,3,13,0
39,39,39,430,129,32,16,34,7,12,1,5,7,5,5,6,4,4,469,0,0,0,0,0,0,0,0,1,0,0,21,3,2,1,0,0,0,3,0,0,0,0,0,8,2,1,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,2,99,14,2,7,156,16,5,3,1,18,3,7,3,4,0,22,2,16,34,3
40,40,40,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,18,7,3,6,27,4,0,0,0,2,0,1,0,12,2,0,1,2,12,3
41,41,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,18,2,0,0,0,3,0,2,0,3,0,2,0,0,12,0
42,42,42,95,31,8,6,10,3,6,3,3,1,5,5,2,4,4,128,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,48,0,6,16,0,0,1,1,1,2,0,0,1,1,1,0,2,25,0
43,43,43,199,42,18,16,7,10,14,8,2,8,5,0,3,3,8,378,0,0,1,0,0,1,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,1,0,1,1,2,0,0,2,0,0,0,0,0,3,0,0,0,0,0,1,0,3,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,50,2,15,178,2,2,1,3,5,0,3,1,7,0,14,3,7,54,0
44,44,44,24,2,2,0,0,2,1,1,0,0,0,0,1,0,1,485,0,0,0,0,0,0,0,0,1,0,0,19,3,1,1,0,1,0,3,0,0,0,0,1,2,2,1,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,47,3,7,213,0,2,1,3,11,0,5,1,7,1,23,4,25,79,0
45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,46,46,38,13,4,5,1,1,3,2,3,0,0,1,0,2,1,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,3,0,5,0,2,1,0,0,0,13,0
47,47,47,10,3,4,1,0,2,1,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,0,0,2,0,0,4,1,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0,22,3,6,75,2,6,2,1,2,0,6,0,8,4,6,1,2,17,0
48,48,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,2,2,0,0,0,1,0,3,0,3,1,0,0,2,2,0
49,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,3,6,2,0,0,0,2,1,1,0,5,2,1,1,2,8,0
50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,0,0,0,4,0,1,1,0,5,0
51,51,51,239,84,68,28,23,1,2,38,0,25,1,0,0,0,1,371,0,0,0,0,0,0,0,0,1,0,0,9,0,3,3,0,0,0,0,0,0,0,0,1,10,8,1,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,6,2,0,3,1,0,1,0,0,0,0,0,0,1,0,0,2,0,22,2,16,161,0,1,0,1,7,0,1,1,8,0,50,4,1,38,0
52,52,52,498,168,55,43,50,29,14,26,14,18,17,25,16,17,14,892,0,0,0,0,0,0,0,0,1,0,0,42,3,0,1,0,0,0,0,0,0,0,0,0,1,5,1,0,2,0,0,0,0,0,9,0,1,0,0,2,0,0,0,0,0,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,82,3,49,561,0,4,1,4,9,0,2,1,6,0,20,2,10,60,0
53,53,53,51,25,21,6,2,14,0,10,1,5,8,0,1,0,1,153,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,17,3,4,45,1,2,0,0,3,0,4,0,6,0,4,5,15,23,0
54,54,54,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0,0,0,1,0,1,0,4,0,0,1,0,15,0
55,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,56,56,74,32,17,7,2,4,4,9,1,1,4,1,3,0,2,53,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,8,1,1,0,0,5,0,0,0,10,1,1,0,2,8,0
57,57,57,12,5,3,0,0,4,3,2,1,0,1,0,1,0,0,80,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,5,13,0,1,0,1,1,0,1,0,7,2,0,3,0,20,0
58,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,8,0,0,1,0,2,0,0,0,5,0,2,0,1,15,0
59,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,1,0,0,1,0,0,1,3,1,1,0,0,0,0,0,0,1,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,23,1,6,49,0,0,0,0,1,1,0,0,8,0,5,0,0,12,0
60,60,60,7,2,1,2,0,0,0,1,0,0,0,0,0,0,0,383,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,8,0,1,0,3,0,0,0,0,0,4,0,0,0,0,2,0,0,1,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,49,1,15,197,0,2,0,1,3,1,2,0,9,1,23,1,1,43,0
61,61,61,95,45,21,11,7,13,5,9,2,2,1,1,2,1,8,236,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,31,0,16,120,0,1,0,1,5,0,1,0,9,0,5,1,5,27,0
62,62,62,199,67,17,15,16,14,5,7,6,7,5,7,5,2,0,289,0,0,0,0,0,0,0,0,1,0,0,1,1,3,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,4,0,0,0,0,3,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,42,1,12,167,0,1,0,3,0,1,2,0,6,0,2,4,3,17,0
63,63,63,25,4,6,0,0,0,3,0,0,0,0,0,0,0,1,117,0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,47,1,1,0,2,2,0,1,0,5,0,2,1,4,20,0
64,64,64,4,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,65,65,5,3,1,3,1,0,0,0,2,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,5,43,1,0,0,0,5,3,1,0,3,2,3,4,4,14,0
66,66,66,453,125,154,19,18,84,10,27,15,38,10,3,31,3,25,470,0,0,0,0,0,1,0,0,1,0,0,4,3,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,22,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,29,1,6,213,0,5,0,2,25,8,0,1,5,0,100,1,6,23,0
